parent_id,child_id,parent_area_km2,child_area_km2,area_ratio,elev_diff_m,distance_km
02178400,02177000,151.28,526.77,3.482086197778953,92.31999999999994,22.172569801864103
02178400,03498500,151.28,696.76,4.605764145954521,116.99,104.60220664883218
03439000,02137727,178.67,329.54,1.844405887949852,261.0,91.8574072628047
03439000,02177000,178.67,526.77,2.9482845469300947,157.58999999999992,57.12985366575013
03439000,03498500,178.67,696.76,3.899703363743214,182.26,119.6420006597211
03439000,03500000,178.67,361.14,2.021268259920524,54.309999999999945,50.46709085357449
03450000,02137727,14.08,329.54,23.404829545454547,289.72,31.377565305674423
03450000,02149000,14.08,203.85,14.477982954545451,487.99,36.85717116787736
03450000,02152100,14.08,154.99,11.0078125,477.59,67.77248434223965
03450000,02177000,14.08,526.77,37.41264204545455,186.31,124.08535483396282
03450000,02178400,14.08,151.28,10.744318181818182,93.99,132.76009483656284
03450000,03439000,14.08,178.67,12.689630681818182,28.720000000000027,68.24882364507297
03450000,03498500,14.08,696.76,49.48579545454545,210.98,134.35918885169292
03450000,03500000,14.08,361.14,25.649147727272727,83.02999999999997,104.5428477563312
03455500,02137727,72.95,329.54,4.517340644276902,724.64,85.65859942898976
03455500,02149000,72.95,203.85,2.794379712131597,922.91,74.9194531620717
03455500,02152100,72.95,154.99,2.124605894448252,912.51,114.22227591218405
03455500,02177000,72.95,526.77,7.220973269362576,621.2299999999999,72.89437902488972
03455500,02178400,72.95,151.28,2.0737491432488007,528.91,77.90425135846027
03455500,03439000,72.95,178.67,2.449211788896504,463.64,29.914562141540166
03455500,03456500,72.95,133.43,1.829061000685401,164.68999999999983,9.531952257342974
03455500,03460000,72.95,127.02,1.7411925976696363,72.28999999999996,32.593856192499246
03455500,03463300,72.95,112.16,1.5374914324880051,301.15999999999985,83.54540987273641
03455500,03498500,72.95,696.76,9.551199451679231,645.9,95.96825388741983
03455500,03500000,72.95,361.14,4.95051405071967,517.9499999999999,48.58516995708046
03455500,03500240,72.95,145.86,1.9994516792323511,359.7099999999999,49.13497991913003
03455500,03504000,72.95,134.52,1.8440027416038385,287.1099999999999,68.67511740970242
03456500,02137727,133.43,329.54,2.4697594244172976,559.9500000000002,77.33426646838332
03456500,02149000,133.43,203.85,1.5277673686577231,758.22,68.81848266602371
03456500,02177000,133.43,526.77,3.947912763246646,456.5400000000001,82.22280400786325
03456500,03498500,133.43,696.76,5.221914112268605,481.21000000000015,98.54938992169576
03456500,03500000,133.43,361.14,2.706587723900172,353.2600000000001,57.81701084203361
03460000,02137727,127.02,329.54,2.594394583530153,652.35,91.55231677105596
03460000,02149000,127.02,203.85,1.6048653755314124,850.6199999999999,91.17768184603813
03460000,02177000,127.02,526.77,4.147142182333491,548.9399999999999,97.22507147546575
03460000,03498500,127.02,696.76,5.485435364509526,573.61,74.37630659930065
03460000,03500000,127.02,361.14,2.843174303259329,445.66,63.88158088976724
03463300,02137727,112.16,329.54,2.938124108416548,423.4800000000001,19.68794395374884
03463300,02149000,112.16,203.85,1.8174928673323825,621.75,45.84865712566003
03463300,03439000,112.16,178.67,1.5929921540656204,162.48000000000013,96.00887819638426
03463300,03500000,112.16,361.14,3.219864479315264,216.79000000000008,132.1203312331275
03500000,03498500,361.14,696.76,1.9293348839785125,127.95000000000005,84.17754219817515
03500240,02137727,145.86,329.54,2.259289729877965,364.93000000000006,134.31925330339578
03500240,02177000,145.86,526.77,3.6114767585355816,261.52,39.18452732543648
03500240,03498500,145.86,696.76,4.776909365144658,286.19000000000005,82.63736847355972
03500240,03500000,145.86,361.14,2.475935828877005,158.24,1.6440735428992814
03504000,02149000,134.52,203.85,1.515388046387154,635.8,140.71269715675237
03504000,02177000,134.52,526.77,3.9159232827832287,334.12,45.01951325999452
03504000,03498500,134.52,696.76,5.1796015462384775,358.7900000000001,77.04321937550067
03504000,03500000,134.52,361.14,2.684656556645852,230.84000000000003,21.86606437821773
