parent_id,child_id,parent_area_km2,child_area_km2,area_ratio,elev_diff_m,distance_km
01594950,01596500,6.12,124.65,20.36764705882353,236.4000000000001,40.95943730129184
01594950,01605500,6.12,463.85,75.79248366013073,42.96000000000004,71.42252503205296
01594950,01606500,6.12,1684.55,275.2532679738562,63.440000000000055,36.738161058451226
01594950,01620500,6.12,44.74,7.310457516339869,113.47000000000004,105.22736321239915
01594950,01632000,6.12,543.36,88.7843137254902,356.06000000000006,84.96241592720524
01594950,01632900,6.12,245.05,40.040849673202615,482.53,91.54408501644916
01594950,01634500,6.12,263.98,43.13398692810458,555.3800000000001,93.98863700079602
01594950,02011460,6.12,156.34,25.545751633986928,21.44000000000005,119.27391028757717
01594950,03070500,6.12,517.38,84.5392156862745,300.09000000000003,46.36366282981524
01594950,03076600,6.12,127.4,20.81699346405229,104.36,42.19417583625788
01594950,03078000,6.12,161.48,26.38562091503268,132.7600000000001,52.08984181613053
01596500,01632000,124.65,543.36,4.359085439229843,119.65999999999995,105.94867802612548
01596500,01632900,124.65,245.05,1.9659045326915363,246.13,105.21227333626798
01596500,01634500,124.65,263.98,2.1177697553148818,318.98,85.8464836606734
01596500,03070500,124.65,517.38,4.150661853188929,63.68999999999994,51.90204739505052
01605500,01606500,463.85,1684.55,3.6316697208149193,20.48000000000001,41.95152723156143
01620500,01596500,44.74,124.65,2.7860974519445687,122.93000000000006,137.559217296087
01620500,01632000,44.74,543.36,12.144836835046938,242.59000000000003,47.37654380690197
01620500,01632900,44.74,245.05,5.477201609298168,369.06,65.31085376966074
01620500,01634500,44.74,263.98,5.900312919088065,441.91,114.36302338350188
01620500,03070500,44.74,517.38,11.564148413053196,186.62,147.6766638636489
02011460,01605500,156.34,463.85,2.9669310477165154,21.519999999999985,57.36909006685434
02011460,01606500,156.34,1684.55,10.774913649737751,42.0,97.62094155991862
02011460,01632000,156.34,543.36,3.475502110784188,334.62,90.878971421826
02011460,01632900,156.34,245.05,1.5674171677113982,461.09,109.95094679425704
03050000,01606500,487.29,1684.55,3.456976338525313,162.44000000000003,64.34581431076391
03050000,03069500,487.29,1856.85,3.810564550883458,37.360000000000014,38.94490915429201
03066000,01605500,222.79,463.85,2.082005476008798,215.15,55.79543862842894
03066000,01606500,222.79,1684.55,7.561156245792001,235.63,29.42760765473284
03066000,01632000,222.79,543.36,2.438888639526011,528.25,76.20789050554045
03066000,03050000,222.79,487.29,2.1872166614300466,73.18999999999994,50.25553722276644
03066000,03069500,222.79,1856.85,8.334530275147,110.54999999999995,18.36151235489937
03066000,03070500,222.79,517.38,2.322276583329593,472.28,58.004331898955
03066000,03180500,222.79,345.06,1.54881278333857,14.980000000000018,72.1466682624413
03076600,01632000,127.4,543.36,4.264992150706436,251.70000000000005,122.55400883913109
03076600,01632900,127.4,245.05,1.923469387755102,378.17,125.11196993803776
03076600,01634500,127.4,263.98,2.072056514913658,451.02,111.63597462557486
03076600,03070500,127.4,517.38,4.061067503924646,195.73,26.981137876526503
03078000,01632000,161.48,543.36,3.36487490710924,223.29999999999995,120.93371240630896
03078000,01632900,161.48,245.05,1.517525390141194,349.7699999999999,119.96019110209502
03078000,01634500,161.48,263.98,1.634753529848898,422.62,97.8576167024243
03078000,03070500,161.48,517.38,3.2039881099826606,167.32999999999993,49.59829862316221
03180500,01606500,345.06,1684.55,4.881904596302093,220.65,75.64940926486912
03180500,01632000,345.06,543.36,1.574682663884542,513.27,85.83156216761874
03180500,03069500,345.06,1856.85,5.381238045557294,95.56999999999994,65.72971396175396
