parent_id,child_id,parent_area_km2,child_area_km2,area_ratio,elev_diff_m,distance_km
03500240,03500000,145.86,361.14,2.475935828877005,158.24,1.6440735428992814
01414500,01413500,64.45,424.1,6.580294802172227,51.07000000000005,7.661246654235537
03455500,03456500,72.95,133.43,1.829061000685401,164.68999999999983,9.531952257342974
03187500,03186500,207.41,329.68,1.5895087025697894,4.3400000000001455,10.009048140952162
01666500,01667500,463.15,1209.75,2.612004750080968,8.120000000000005,10.884220503258648
03026500,03028000,20.31,161.11,7.932545544066963,8.210000000000036,11.43950972418092
02014000,02018000,396.78,852.34,2.148142547507435,42.360000000000014,13.478540030902554
01434025,01435000,9.7,172.46,17.77938144329897,169.2800000000001,13.823728016237371
01434025,01365000,9.7,99.57,10.264948453608248,264.16,14.37790077529208
01440400,01439500,175.21,305.88,1.7457907653672735,27.0,14.834768616714973
01549500,01550000,97.49,452.68,4.643348035695969,72.74999999999994,17.615056234215324
02143040,02143000,66.48,216.67,3.2591756919374246,11.97999999999996,18.09828801763814
02011460,02015700,156.34,285.41,1.825572470257132,124.86,18.196888633767784
03471500,03488000,198.16,578.21,2.9178946306015345,210.71000000000004,18.29667588758125
03066000,03069500,222.79,1856.85,8.334530275147,110.54999999999995,18.36151235489937
02013000,02018000,424.78,852.34,2.0065445642450213,43.1400000000001,19.33839086614363
03463300,02137727,112.16,329.54,2.938124108416548,423.4800000000001,19.68794395374884
01484100,01487000,9.0,187.41,20.82333333333333,4.129999999999999,20.18506234090454
01567500,01568000,38.77,534.39,13.783595563580086,48.96000000000004,20.467758675238684
01434025,01413500,9.7,424.1,43.72164948453609,4.82000000000005,20.84647866730857
03011800,03028000,100.1,161.11,1.6094905094905096,59.690000000000055,21.3632111702541
03504000,03500000,134.52,361.14,2.684656556645852,230.84000000000003,21.86606437821773
02178400,02177000,151.28,526.77,3.482086197778953,92.31999999999994,22.172569801864103
03471500,03473000,198.16,784.81,3.960486475575293,107.33000000000004,22.486811839445327
01139800,01139000,22.8,246.33,10.803947368421053,144.81,22.523400831012424
04197100,04196800,388.21,608.07,1.566342958707916,21.799999999999955,22.92316290306836
02111180,02111500,131.47,233.66,1.777287594127938,97.03999999999996,23.981303347015768
02011460,02011400,156.34,407.72,2.6079058462325704,94.51999999999998,24.638265211352987
01586610,01583500,72.7,155.85,2.1437414030261346,40.56,24.80833761938327
02013000,02016000,424.78,1194.55,2.812161589528697,46.780000000000086,25.29201233389348
02014000,02016000,396.78,1194.55,3.0106104138313423,46.0,25.821423084929947
01414500,01435000,64.45,172.46,2.6758727695888287,215.5300000000001,26.68995960260204
04213075,04213000,11.65,455.3,39.081545064377686,35.44999999999999,26.855209483440984
03076600,03070500,127.4,517.38,4.061067503924646,195.73,26.981137876526503
01415000,01423000,85.63,859.68,10.039472147611818,10.670000000000073,26.99017112516261
01544500,01543500,355.06,1778.26,5.008336619162958,4.159999999999968,29.083883916952377
03066000,01606500,222.79,1684.55,7.561156245792001,235.63,29.42760765473284
01434025,01415000,9.7,85.63,8.827835051546392,124.99,29.65500125229244
03455500,03439000,72.95,178.67,2.449211788896504,463.64,29.914562141540166
01139800,01142500,22.8,82.17,3.603947368421053,171.52999999999997,31.208229537530944
01549500,01552000,97.49,1129.49,11.585701097548467,66.72999999999996,31.27470626701737
03450000,02137727,14.08,329.54,23.404829545454547,289.72,31.377565305674423
01544500,01543000,355.06,705.5,1.986988114684842,8.230000000000018,31.70515911366977
01552500,01552000,60.64,1129.49,18.626154353562004,73.81,31.73878988393587
01544500,01548500,355.06,1557.05,4.385315158001465,4.889999999999986,31.9183533504691
02056900,02059500,298.11,485.41,1.6282915702257557,103.93,32.05755263217034
01552500,01539000,60.64,701.78,11.572889182058049,201.49,32.19820965898005
01669000,01669520,71.84,277.39,3.8612193763919818,17.519999999999996,32.469459894560835
03455500,03460000,72.95,127.02,1.7411925976696363,72.28999999999996,32.593856192499246
01620500,02015700,44.74,285.41,6.379302637460885,32.83000000000004,32.88696780957929
01414500,01365000,64.45,99.57,1.5449185415050426,310.41,33.39160026617475
02017500,02013000,276.15,424.78,1.538221980807532,3.449999999999932,33.403272108661334
01414500,01350000,64.45,612.51,9.503646237393328,162.80000000000007,33.88983485333274
01414500,01423000,64.45,859.68,13.338712179984483,181.91000000000008,34.415605946291166
02112360,02118500,205.3,400.53,1.9509498295177785,69.04000000000002,35.00324330782299
02137727,02140991,329.54,521.99,1.5839958730351398,72.75999999999999,35.46762248480991
01434025,01350000,9.7,612.51,63.14536082474227,116.55000000000008,36.4343417554454
03187500,03182500,207.41,1364.97,6.581023094354178,127.44000000000004,36.6513908561985
01594950,01606500,6.12,1684.55,275.2532679738562,63.440000000000055,36.738161058451226
03450000,02149000,14.08,203.85,14.477982954545451,487.99,36.85717116787736
03186500,03182500,329.68,1364.97,4.140287551565154,123.09999999999992,37.576785581035736
02111180,02112120,131.47,322.27,2.451281661215486,91.02999999999996,37.84434493868906
02111180,02140991,131.47,521.99,3.9704115007225984,21.639999999999983,38.36770358495564
03165000,02112360,102.0,205.3,2.012745098039216,301.77,38.52709884657331
03050000,03069500,487.29,1856.85,3.810564550883458,37.360000000000014,38.94490915429201
02038850,02065500,22.0,252.58,11.480909090909092,6.319999999999993,39.04765206931232
01552500,01532000,60.64,553.94,9.134894459102902,28.100000000000023,39.14013010107594
03500240,02177000,145.86,526.77,3.6114767585355816,261.52,39.18452732543648
01333000,01169000,112.16,230.64,2.056348074179743,111.02000000000004,39.351249509812696
01516500,01549500,31.48,97.49,3.0968869123252856,106.43000000000006,39.58408448566513
03026500,01543000,20.31,705.5,34.73658296405711,33.860000000000014,39.82203911976028
01594950,01596500,6.12,124.65,20.36764705882353,236.4000000000001,40.95943730129184
03479000,03161000,235.6,527.86,2.2404923599320883,205.82,40.9663793809961
01516500,01550000,31.48,452.68,14.379923761118173,179.18,41.44731978998065
01594950,03076600,6.12,127.4,20.81699346405229,104.36,42.19417583625788
