parent_id,child_id
01055000,01030500
01057000,01030500
01047000,01031500
01030500,01031500
01057000,01047000
01031500,01047000
01030500,01047000
01134500,01047000
01134500,01052500
01134500,01054200
01052500,01057000
01139000,01078000
01054200,01134500
01078000,01139000
01078000,01142500
01078000,01144000
01139000,01144000
01134500,01144000
01142500,01144000
01187300,01169000
01181000,01169000
01144000,01169000
01169000,01181000
01187300,01181000
01350000,01181000
01435000,01181000
01413500,01181000
01169000,01187300
01187300,01333000
01181000,01333000
01169000,01333000
01423000,01350000
01365000,01350000
01423000,01350080
01365000,01350140
01423000,01365000
01350080,01365000
01350000,01365000
01491000,01411300
01487000,01411300
01423000,01413500
01350140,01413500
01350140,01415000
01510000,01423000
01350080,01423000
01365000,01423000
01350140,01423000
01423000,01435000
01350000,01435000
01440000,01435000
01439500,01435000
01440400,01435000
01451800,01439500
01539000,01439500
01423000,01439500
01413500,01439500
01440000,01439500
01532000,01439500
01466500,01439500
01451800,01440000
01435000,01440000
01440400,01440000
01413500,01440000
01423000,01440000
01539000,01440000
01451800,01440400
01539000,01440400
01435000,01440400
01440000,01440400
01423000,01440400
01439500,01451800
01411300,01484100
01487000,01485500
01491000,01485500
01485500,01487000
01491000,01487000
01580000,01487000
01583500,01487000
01580000,01491000
01485500,01491000
01411300,01491000
01487000,01491000
01484100,01491000
01423000,01510000
04233000,01510000
01532000,01510000
01413500,01510000
01350000,01510000
01365000,01510000
01518862,01510000
01550000,01510000
01552000,01510000
01549500,01510000
01550000,01518862
04224775,01518862
01539000,01532000
04233000,01532000
01548500,01532000
01550000,01532000
01552000,01532000
01510000,01532000
01547700,01532000
01423000,01532000
01440400,01532000
01532000,01539000
01451800,01539000
01552000,01539000
01548500,01539000
01568000,01539000
01567500,01539000
01439500,01539000
01440000,01539000
01543500,01539000
01543000,01539000
01548500,01543000
01547700,01543000
01549500,01543000
01557500,01543000
04221000,01543000
01550000,01543000
01545600,01543000
01557500,01543500
01549500,01543500
01548500,01543500
01547700,01543500
01550000,01543500
01552000,01543500
01545600,01543500
01542810,01543500
04221000,01544500
01550000,01544500
03010655,01544500
01552000,01544500
01547700,01544500
01552000,01545600
03010655,01545600
01518862,01545600
01557500,01547700
01552000,01547700
01543000,01547700
01550000,01547700
01542810,01548500
01543000,01548500
01552500,01548500
01543500,01548500
01532000,01548500
01547700,01548500
01552000,01548500
01539000,01548500
01532000,01549500
01543500,01549500
01539000,01549500
01544500,01550000
01539000,01550000
01547700,01550000
01532000,01550000
01543500,01550000
01543000,01550000
01548500,01550000
04221000,01550000
04233000,01550000
01567500,01550000
01568000,01550000
01547700,01552000
01548500,01552000
01539000,01552000
01543500,01552000
01568000,01552000
