parent_id,child_id
01055000,01030500
01057000,01030500
01054200,01031500
01137500,01031500
04296000,01047000
01139000,01047000
01134500,01047000
01030500,01047000
01144000,01052500
01031500,01054200
01142500,01057000
01181000,01078000
01047000,01134500
01169000,01139000
01057000,01142500
01055000,01144000
01181000,01144000
01052500,01144000
01057000,01144000
01414500,01169000
01435000,01169000
01139000,01169000
01078000,01181000
01144000,01181000
01423000,01181000
01142500,01181000
01415000,01181000
01423000,01187300
01423000,01333000
01139800,01333000
01139000,01333000
04256000,01350000
04233000,01350000
04233000,01350080
04233000,01350140
01552500,01365000
04233000,01365000
01169000,01365000
01586610,01411300
01451800,01411300
01552500,01413500
01169000,01413500
01451800,01415000
01552000,01423000
04256000,01423000
01550000,01423000
01451800,01423000
01169000,01435000
01552500,01435000
01539000,01435000
04233000,01435000
01451800,01435000
01510000,01439500
01550000,01439500
01516500,01439500
01549500,01439500
01552000,01439500
04233000,01439500
01350140,01439500
01550000,01440000
01510000,01440000
01552000,01440000
01516500,01440000
01549500,01440000
04233000,01440000
01549500,01440400
01510000,01440400
01516500,01440400
04233000,01440400
01568000,01440400
01434025,01451800
01669520,01484100
01658500,01485500
01580000,01485500
01639500,01487000
01644000,01487000
01638480,01487000
01658500,01487000
01669520,01491000
01664000,01491000
01451800,01491000
01568000,01491000
01669000,01491000
04221000,01510000
01439500,01510000
01440000,01510000
01440400,01510000
01548500,01510000
01539000,01510000
01549500,01510000
01552000,01510000
01550000,01510000
01545600,01510000
01567500,01518862
01568000,01518862
03026500,01532000
01350000,01532000
01434025,01532000
01567500,01532000
01365000,01532000
03028000,01532000
01350140,01532000
01557500,01532000
03011800,01532000
01583500,01539000
01639500,01539000
03010655,01539000
01415000,01539000
01435000,01539000
04221000,01539000
01510000,01539000
01414500,01539000
01365000,01539000
01542810,01539000
04233000,01543000
03049800,01543000
01613050,01543000
04213075,01543000
04216418,01543000
01539000,01543000
01568000,01543000
04233000,01543500
04216418,01543500
03049800,01543500
03021350,01543500
01613050,01543500
04213075,01543500
03078000,01543500
03049000,01543500
03021350,01544500
01613050,01544500
03049000,01544500
04216418,01544500
01510000,01544500
04216418,01545600
01613050,01545600
03049000,01545600
04233000,01547700
01451800,01547700
03049000,01547700
03015500,01547700
01510000,01548500
01451800,01548500
04216418,01548500
01613050,01548500
03015500,01548500
01440400,01548500
03021350,01548500
01423000,01548500
01440400,01549500
04216418,01549500
03015500,01549500
01440000,01550000
01423000,01550000
01439500,01550000
04216418,01550000
01613050,01550000
01440400,01550000
01510000,01550000
03015500,01550000
01415000,01550000
01639500,01550000
01451800,01550000
01423000,01552000
01440000,01552000
01613050,01552000
01510000,01552000
01439500,01552000
