parent_id,child_id
01333000,01030500
01181000,01030500
04256000,01031500
01350080,01031500
01435000,01047000
01415000,01047000
01365000,01047000
01414500,01047000
04233000,01052500
04233000,01054200
01440000,01057000
04224775,01078000
01532000,01134500
01552000,01139000
01545600,01142500
01545600,01144000
01544500,01144000
03010655,01144000
04221000,01144000
01586610,01169000
03011800,01169000
01487000,01169000
01485500,01181000
01613050,01181000
03028000,01181000
01638480,01181000
03011800,01181000
01638480,01187300
01030500,01333000
01591400,01333000
03015500,01333000
03049800,01350000
01596500,01350000
01596500,01350080
01596500,01350140
01666500,01365000
01632900,01365000
01594950,01365000
03186500,01411300
02017500,01411300
01667500,01413500
04213000,01413500
01632900,01415000
01669000,01423000
03066000,01423000
01632000,01423000
01666500,01423000
01047000,01435000
03070500,01435000
01594950,01435000
04213000,01435000
01666500,01435000
02046000,01439500
03180500,01439500
02015700,01439500
02027000,01439500
01054200,01439500
02027500,01439500
02038850,01439500
02046000,01440000
03180500,01440000
01057000,01440000
03050000,01440000
02028500,01440000
02015700,01440000
02027500,01440400
02011460,01440400
02038850,01440400
01054200,01440400
02027000,01440400
02014000,01451800
03021350,01484100
02128000,01485500
01181000,01485500
01169000,01487000
03021350,01487000
04216418,01487000
01333000,01487000
04213075,01491000
01169000,01491000
03165000,01491000
04216418,01491000
04213000,01491000
01632000,01510000
01667500,01510000
01666500,01510000
03069500,01510000
01055000,01510000
01632900,01510000
03066000,01510000
01606500,01510000
01485500,01510000
01605500,01510000
04196800,01518862
02016000,01518862
02011400,01532000
03182500,01532000
03186500,01532000
02027500,01532000
03144000,01532000
02027000,01532000
04296000,01532000
01134500,01532000
02038850,01532000
02051500,01539000
01139000,01539000
03144000,01539000
02055100,01539000
02017500,01539000
02059500,01539000
02064000,01539000
02065500,01539000
03159540,01539000
02014000,01539000
02056900,01543000
02053800,01543000
02051000,01543000
03173000,01543000
02046000,01543000
02059500,01543000
02065500,01543000
02053800,01543500
02056900,01543500
03173000,01543500
02051500,01543500
02051000,01543500
03241500,01543500
03170000,01543500
02059500,01543500
02051000,01544500
02059500,01544500
01142500,01544500
02065500,01544500
02064000,01544500
01142500,01545600
01144000,01545600
02059500,01545600
03173000,01547700
02053800,01547700
02056900,01547700
03170000,01547700
02017500,01548500
04196800,01548500
02055100,01548500
02046000,01548500
01139800,01548500
02064000,01548500
02065500,01548500
02051000,01548500
04197170,01549500
02017500,01549500
02064000,01549500
02051000,01550000
02065500,01550000
02064000,01550000
01078000,01550000
01139000,01550000
02017500,01550000
02055100,01550000
04197100,01550000
03159540,01550000
02046000,01550000
04197170,01550000
02064000,01552000
02065500,01552000
02051000,01552000
01139000,01552000
02017500,01552000
02055100,01552000
01078000,01552000
03159540,01552000
02059500,01552000
01139800,01552000
02014000,01552000
02051500,01552000
02018000,01552000
02018000,01552500
02081500,01557500
02082950,01557500
04197100,01568000
02069700,01568000
04197170,01568000
02096846,01568000
02070000,01568000
03165000,01568000
02081500,01568000
03144000,01580000
03165000,01580000
03164000,01580000
03164000,01583500
02112360,01583500
03165000,01583500
01169000,01586610
03213700,01586610
02111500,01591400
01333000,01591400
04185000,01596500
01350140,01596500
03439000,01605500
03498500,01605500
03455500,01605500
04233000,01605500
01435000,01606500
03460000,01606500
01415000,01606500
01423000,01606500
01365000,01606500
03456500,01606500
01414500,01606500
01434025,01606500
01187300,01613050
03498500,01620500
01510000,01632000
03460000,01632000
03456500,01632000
01423000,01632000
03455500,01632000
01435000,01632000
01365000,01632000
01415000,01632000
01414500,01632000
01434025,01632000
01415000,01632900
01365000,01632900
01414500,01632900
01435000,01632900
01434025,01632900
01413500,01632900
02137727,01634500
02152100,01634500
03463300,01634500
01350140,01634500
01350080,01634500
02125000,01638480
01187300,01638480
03479000,01638480
03237500,01638480
02112120,01639500
03471500,01639500
03488000,01639500
02143000,01644000
03237500,01644000
02140991,01644000
03237280,01644000
03479000,01644000
01187300,01644000
02143040,01644000
04197100,01644000
02125000,01644000
02137727,01664000
01350000,01664000
03463300,01664000
03237500,01664000
02149000,01664000
01350080,01664000
04216418,01664000
01413500,01664000
01365000,01666500
01435000,01666500
01510000,01666500
01423000,01666500
04216418,01666500
01415000,01666500
01414500,01666500
01434025,01666500
03238500,01666500
01414500,01667500
01434025,01667500
01510000,01667500
04216418,01667500
01415000,01667500
03450000,01667500
01413500,01667500
02149000,01667500
01365000,01667500
01423000,01667500
01423000,01669000
03010655,01669520
02152100,01669520
01532000,02011400
01466500,02011400
01516500,02011400
04221000,02011400
02178400,02011400
01440400,02011460
01552500,02013000
01451800,02013000
01518862,02013000
03010655,02013000
04221000,02013000
01451800,02014000
01552500,02014000
03010655,02014000
01411300,02014000
02177000,02015700
03504000,02015700
01439500,02015700
01516500,02016000
01518862,02016000
04221000,02016000
01466500,02016000
01552500,02016000
01532000,02016000
03010655,02016000
01451800,02016000
04197170,02016000
03021350,02016000
04213075,02016000
02178400,02016000
01550000,02016000
04213000,02016000
04196800,02016000
04213075,02017500
01548500,02017500
01411300,02017500
03010655,02018000
01552500,02018000
01451800,02018000
01518862,02018000
01550000,02018000
03021350,02018000
01539000,02018000
04213075,02018000
01549500,02018000
01552000,02018000
01411300,02018000
01516500,02018000
01548500,02018000
04213000,02018000
04221000,02027000
02177000,02027000
03504000,02027000
04221000,02027500
02177000,02027500
03498500,02028500
03500000,02028500
03500240,02028500
01439500,02046000
01440000,02046000
01548500,02046000
01544500,02051000
03500240,02051000
01552000,02051000
01539000,02051500
01543500,02051500
03460000,02051500
01547700,02051500
03439000,02051500
03455500,02051500
01552000,02051500
01545600,02051500
01451800,02053200
01557500,02053200
03450000,02053200
01543500,02053800
04196800,02053800
01543500,02056900
01411300,02056900
01544500,02059500
01542810,02059500
03026500,02059500
03028000,02059500
01545600,02059500
01539000,02059500
01552000,02059500
01451800,02059500
01543000,02059500
01548500,02059500
03011800,02059500
01549500,02059500
01550000,02059500
01552000,02064000
01542810,02064000
03026500,02064000
03028000,02064000
01550000,02064000
01548500,02064000
01549500,02064000
01466500,02064000
01544500,02064000
01539000,02064000
01451800,02064000
03028000,02065500
01552000,02065500
01542810,02065500
01544500,02065500
01550000,02065500
03238500,02065500
01568000,02069700
01557500,02069700
01567500,02069700
03241500,02070000
01568000,02070000
01557500,02070000
01411300,02074500
03241500,02074500
01547700,02074500
03238500,02077200
01557500,02081500
03049800,02081500
03237280,02081500
03049000,02081500
03237500,02081500
03498500,02081500
01411300,02081500
01567500,02081500
01557500,02082950
01466500,02082950
03500000,02082950
03500240,02082950
02177000,02082950
03049800,02111180
01591400,02111500
03049800,02111500
01613050,02111500
01639500,02111500
01639500,02112120
01586610,02112120
03049000,02112120
01591400,02112120
03049800,02112120
03049000,02112360
01583500,02112360
01586610,02112360
01639500,02112360
03241500,02118500
03140000,02118500
01639500,02118500
03049800,02118500
01586610,02118500
01613050,02118500
01591400,02118500
03144000,02118500
01485500,02118500
01583500,02118500
03049000,02118500
01638480,02118500
01638480,02125000
03076600,02137727
01634500,02137727
01596500,02137727
03144000,02137727
01664000,02137727
03078000,02137727
03070500,02137727
01669000,02137727
03140000,02137727
03140000,02140991
01644000,02140991
01669520,02140991
01658500,02140991
03078000,02140991
01669000,02140991
03144000,02140991
01596500,02140991
01638480,02140991
03241500,02140991
03076600,02140991
03241500,02143000
03144000,02143000
01644000,02143000
03078000,02143000
01638480,02143000
03140000,02143000
01658500,02143000
03241500,02143040
03241500,02149000
01594950,02149000
01667500,02149000
03070500,02149000
01664000,02149000
01666500,02149000
03144000,02149000
01632900,02149000
01669000,02152100
01634500,02152100
01669520,02152100
02027500,02177000
02015700,02177000
02027000,02177000
02011460,02177000
02051000,02177000
02038850,02177000
03159540,02177000
02082950,02177000
02011460,02178400
02065500,02178400
01169000,03011800
04105700,03015500
02038850,03015500
02055100,03015500
04115265,03015500
02017500,03015500
01669000,03015500
01333000,03015500
03238500,03015500
03237280,03015500
01484100,03021350
02017500,03021350
01466500,03021350
02065500,03028000
03237280,03028000
02064000,03028000
02112360,03049000
03161000,03049000
04105700,03049000
04256000,03049000
