parent_id,child_id
01350000,01030500
03165000,01030500
02013000,01031500
02011460,01031500
01350140,01047000
03026500,01047000
01365000,01047000
01518862,01047000
03159540,01052500
03050000,01054200
03173000,01057000
02053200,01078000
01415000,01134500
03241500,01139000
02015700,01142500
01491000,01144000
02051000,01144000
01638480,01144000
04115265,01144000
02015700,01169000
03213700,01169000
02069700,01169000
03473000,01181000
01187300,01181000
01139800,01181000
02070000,01181000
03456500,01181000
03159540,01187300
01632000,01333000
03026500,01333000
01142500,01333000
03479000,01350000
03015500,01350000
03159540,01350080
01491000,01350140
02051500,01365000
02027000,01365000
01632900,01365000
01435000,01411300
03078000,01411300
03140000,01413500
04105700,01413500
04216418,01415000
01638480,01423000
03500000,01423000
01596500,01423000
01667500,01423000
03021350,01435000
01423000,01435000
02038850,01435000
01510000,01435000
02018000,01435000
03500240,01439500
03237500,01439500
01333000,01439500
02014000,01439500
03049000,01439500
02140991,01439500
01484100,01439500
03473000,01440000
01545600,01440000
01568000,01440000
02149000,01440000
03021350,01440000
01658500,01440000
03170000,01440400
02028500,01440400
04233000,01440400
03165000,01440400
03010655,01440400
02017500,01451800
02051500,01484100
01057000,01485500
02077200,01485500
01543500,01487000
03010655,01487000
01350140,01487000
02014000,01487000
02096846,01491000
01144000,01491000
02074500,01491000
02143040,01491000
03159540,01491000
02111180,01510000
04213000,01510000
02014000,01510000
01055000,01510000
01568000,01510000
01632000,01510000
01583500,01510000
03144000,01510000
01543000,01510000
02011400,01510000
01557500,01518862
02011460,01518862
02152100,01532000
01669000,01532000
03161000,01532000
04216418,01532000
01350140,01532000
02011460,01532000
02065500,01532000
02051000,01532000
04256000,01532000
03026500,01539000
04115265,01539000
03473000,01539000
04256000,01539000
02053800,01539000
02018000,01539000
03011800,01539000
03049000,01539000
01423000,01539000
02053200,01539000
01181000,01543000
02082950,01543000
01350140,01543000
01613050,01543000
01605500,01543000
04196800,01543000
04296000,01543000
03180500,01543500
04185000,01543500
03066000,01543500
03164000,01543500
01547700,01543500
03078000,01543500
04233000,01543500
04216418,01543500
01411300,01544500
03049000,01544500
03069500,01544500
01485500,01544500
02014000,01544500
03456500,01545600
02017500,01545600
01440400,01545600
02177000,01547700
02038850,01547700
02011460,01547700
03050000,01547700
03144000,01548500
01169000,01548500
02112120,01548500
01666500,01548500
03173000,01548500
02125000,01548500
01181000,01548500
02069700,01548500
02178400,01549500
01440400,01549500
01350000,01549500
01052500,01550000
03473000,01550000
01606500,01550000
02013000,01550000
01434025,01550000
02070000,01550000
02111500,01550000
02082950,01550000
04197100,01550000
01580000,01550000
01567500,01550000
02027000,01552000
03479000,01552000
04296000,01552000
04213000,01552000
01613050,01552000
03180500,01552000
02070000,01552000
01557500,01552000
02137727,01552000
02011460,01552000
01415000,01552000
04185000,01552000
02059500,01552000
02070000,01552500
01583500,01557500
01350080,01557500
01532000,01568000
01552000,01568000
03076600,01568000
02177000,01568000
01350140,01568000
02178400,01568000
04296000,01568000
01532000,01580000
01542810,01580000
04213075,01580000
01638480,01583500
02069700,01583500
02070000,01583500
02017500,01586610
03187500,01586610
01580000,01591400
01487000,01591400
02140991,01596500
01552000,01596500
03498500,01605500
01543500,01605500
02051500,01605500
04256000,01605500
01078000,01606500
01667500,01606500
01549500,01606500
03498500,01606500
04197170,01606500
01423000,01606500
04224775,01606500
02051500,01606500
02053800,01613050
02018000,01620500
01052500,01632000
03069500,01632000
01187300,01632000
01613050,01632000
02140991,01632000
01644000,01632000
01550000,01632000
03070500,01632000
01567500,01632000
03473000,01632000
03213700,01632900
01139800,01632900
01423000,01632900
03140000,01632900
01440400,01632900
03473000,01632900
01466500,01634500
01557500,01634500
03170000,01634500
04256000,01634500
01547700,01634500
01415000,01638480
04122200,01638480
01047000,01638480
02011460,01638480
01052500,01639500
01413500,01639500
03015500,01639500
